,AAPL,BTC-USD,CL=F,ETH-USD,GC=F,JPM,MSFT,QQQ,TSLA,^GSPC
2010-01-04 00:00:00+00:00,,,,,,,,,,
2010-01-05 00:00:00+00:00,0.0017274421848729083,,0.00318464880595407,,0.00035783561269817505,0.019184968640513354,0.0003225596874676896,0.0,,0.003110831966759719
2010-01-06 00:00:00+00:00,-0.01603422489018188,,0.017096550863104843,,0.01579451541250982,0.005479445425193517,-0.006155617913062928,-0.006050440969305946,,0.0005453718878234133
2010-01-07 00:00:00+00:00,-0.001850434889513654,,-0.006271084596757378,,-0.0024680918902550827,0.01961489030062254,-0.01045428425892762,0.0006503357431488676,,0.003993218354654243
2010-01-08 00:00:00+00:00,0.006626254858561419,,0.0010881608703039963,,0.0044908064293332495,-0.0024589435691938014,0.006872883837680853,0.008196846225322268,,0.0028775830750962126
2010-01-09 00:00:00+00:00,,,,,,,,,,
2010-01-10 00:00:00+00:00,,,,,,,,,,
2010-01-11 00:00:00+00:00,,,,,,,,,,
2010-01-12 00:00:00+00:00,-0.011440267635826727,,-0.02118744069900437,,-0.01912668150208354,-0.023632174910062715,-0.0066292123407977206,-0.012589453098401437,,-0.00942544643894456
2010-01-13 00:00:00+00:00,0.014006912976975134,,-0.01421115131044671,,0.006621663569801901,0.017324556343459398,0.009268691002966463,0.012373954739743016,,0.008291456333360418
2010-01-14 00:00:00+00:00,-0.005808382110888332,,-0.003269647464350472,,0.00544095345952943,0.0098940187616318,0.019898964463179344,0.0008622788899543489,,0.002423486421414183
2010-01-15 00:00:00+00:00,-0.016853087751541505,,-0.01766358135941461,,-0.011000243160598023,-0.022859216713230733,-0.0032347947688636824,-0.011708252171454244,,-0.010882126301208588
2010-01-16 00:00:00+00:00,,,,,,,,,,
2010-01-17 00:00:00+00:00,,,,,,,,,,
2010-01-18 00:00:00+00:00,,,,,,,,,,
2010-01-19 00:00:00+00:00,,,,,,,,,,
2010-01-20 00:00:00+00:00,-0.015511684740895138,,-0.017875781175430316,,-0.02433503952240169,0.0027687965993057613,-0.016534753166523544,-0.014485218308628455,,-0.010654386601861304
2010-01-21 00:00:00+00:00,-0.017437761468008506,,-0.020039719021112956,,-0.008668314012208104,-0.06817065721496345,-0.019142258730017105,-0.009408105166890909,,-0.019126657272987804
2010-01-22 00:00:00+00:00,-0.05087069131007705,,-0.020449535971149825,,-0.012318236513859564,-0.034632958708060955,-0.035614845283975634,-0.029673054279449787,,-0.02238977963010898
2010-01-23 00:00:00+00:00,,,,,,,,,,
2010-01-24 00:00:00+00:00,,,,,,,,,,
2010-01-25 00:00:00+00:00,,,,,,,,,,
2010-01-26 00:00:00+00:00,0.014033747419618412,,-0.007334873816668712,,0.0024623360872550208,-0.019833450151246577,0.00612030430057854,0.000902648355843782,,-0.004212057847785588
2010-01-27 00:00:00+00:00,0.00937608854512629,,-0.014018303893394278,,-0.012372425339340949,0.022889352528908443,0.005746515761502261,0.007861000822032192,,0.004868282868611808
2010-01-28 00:00:00+00:00,-0.04219968376293111,,-0.0004072877633391794,,-0.0007380524579723018,0.0038070940450723057,-0.017338706542891498,-0.026064107980882985,,-0.011888125534279259
2010-01-29 00:00:00+00:00,-0.03695308684606481,,-0.010236901056037974,,-0.0005538406794374274,-0.013772339448150732,-0.034185059863240004,-0.017604736135352336,,-0.009877799049982582
2010-01-30 00:00:00+00:00,,,,,,,,,,
2010-01-31 00:00:00+00:00,,,,,,,,,,
2010-02-01 00:00:00+00:00,,,,,,,,,,
2010-02-02 00:00:00+00:00,0.005786197190717136,,0.03692893557588511,,0.01179288560459625,0.022949546990092638,0.0017583974210379938,0.008974803016937056,,0.0128895204452028
2010-02-03 00:00:00+00:00,0.01705968371042477,,-0.0032423345844100754,,-0.005384076061273663,-0.006432399550752304,0.005955616872991118,0.005483002375629885,,-0.005489350382538535
2010-02-04 00:00:00+00:00,-0.03670441061232831,,-0.05117028708720715,,-0.04508998111049233,-0.04934895810606444,-0.027981291161961915,-0.029362474284937316,,-0.031635856049806906
2010-02-05 00:00:00+00:00,0.01760027486792872,,-0.02702301096624738,,-0.009647358811312443,-0.0013048404109611191,0.006444616955751365,0.008410724591787452,,0.0028929303608266027
2010-02-06 00:00:00+00:00,,,,,,,,,,
2010-02-07 00:00:00+00:00,,,,,,,,,,
2010-02-08 00:00:00+00:00,,,,,,,,,,
2010-02-09 00:00:00+00:00,0.010607053850542704,,0.025543830714225026,,0.010268948062854865,0.018136792753296285,0.0104072391333649,0.01025902458389668,,0.01295584177358637
2010-02-10 00:00:00+00:00,-0.005468723415135156,,0.01038650546603951,,-0.0008361462449986618,0.012426196103392918,-0.0007141958622410301,-0.00208967998368135,,-0.0022350694280074235
2010-02-11 00:00:00+00:00,0.018030112809030045,,0.010146978375651572,,0.016958841778351375,0.003851269377081562,0.004633586088191192,0.014996078918357466,,0.009633882335101287
2010-02-12 00:00:00+00:00,0.008570481477055306,,-0.015394207443876543,,-0.004304582620552603,-0.0017959219785656261,-0.00677932976687833,0.002058808048299788,,-0.0027483661199411307
2010-02-13 00:00:00+00:00,,,,,,,,,,
2010-02-14 00:00:00+00:00,,,,,,,,,,
2010-02-15 00:00:00+00:00,,,,,,,,,,
2010-02-16 00:00:00+00:00,,,,,,,,,,
2010-02-17 00:00:00+00:00,-0.004187612864606818,,0.0041466910085870504,,0.0001786235197834537,-0.0007490900732857814,0.008429815384009203,0.005624784221013517,,0.004229004596710374
2010-02-18 00:00:00+00:00,0.0018737060005441068,,0.02212502468872022,,-0.0013407823237650395,0.009198125809573375,0.013203831426557112,0.0062625135755319476,,0.006563157733795463
2010-02-19 00:00:00+00:00,-0.0062278720732659495,,0.00944175230957131,,0.0029473952977853916,-0.009447877223495105,-0.006927560329918772,-0.0004459476695100785,,0.0021842348635910053
2010-02-20 00:00:00+00:00,,,,,,,,,,
2010-02-21 00:00:00+00:00,,,,,,,,,,
2010-02-22 00:00:00+00:00,,,,,,,,,,
2010-02-23 00:00:00+00:00,-0.016906900757648533,,-0.01635054683238474,,-0.008937923213824531,-0.024032106713210318,-0.014020583266697558,-0.013048386630651988,,-0.0121766449451987
2010-02-24 00:00:00+00:00,0.01810351675914958,,0.014352498484715587,,-0.005638384626172894,0.024032106713210325,0.010533559708680064,0.010138434289419747,,0.009673519697189884
2010-02-25 00:00:00+00:00,0.006655869351983591,,-0.023140715865650557,,0.010252821817720683,-0.005154015806977204,-0.0010480953738475165,-0.0002244417899699684,,-0.0020832085528651543
2010-02-26 00:00:00+00:00,0.012886954160451798,,0.01888170491701311,,0.009433608021292231,0.03220199317976009,0.0024445222611590035,0.0035808488961478115,,0.0014043925568579447
2010-02-27 00:00:00+00:00,,,,,,,,,,
2010-02-28 00:00:00+00:00,,,,,,,,,,
2010-03-01 00:00:00+00:00,,,,,,,,,,
2010-03-02 00:00:00+00:00,-0.0006705695563051238,,0.012375500460103979,,0.01694277009135818,-0.005033164415556803,-0.019485950795432215,0.003077804733258174,,0.0023277310028862693
2010-03-03 00:00:00+00:00,0.0022953701632946752,,0.014824343964298678,,0.005088558812882546,-0.00216497497583486,0.0,0.0010975594756850644,,0.00042910952140039855
2010-03-04 00:00:00+00:00,0.006571154505001669,,-0.00819477710595529,,-0.008877987298245592,0.009347001385784278,0.005955405619585386,0.0032843253817802925,,0.00372915607957138
2010-03-05 00:00:00+00:00,0.038360688759862586,,0.015954836282113718,,0.0019406138387151374,0.021008866630015725,-0.0013981155429655064,0.01496923698566083,,0.013910282801603982
2010-03-06 00:00:00+00:00,,,,,,,,,,
2010-03-07 00:00:00+00:00,,,,,,,,,,
2010-03-08 00:00:00+00:00,,,,,,,,,,
2010-03-09 00:00:00+00:00,0.01782485113652064,,-0.0046523698189502374,,-0.0014249874190179776,-0.003999778997350718,0.005920498168163467,0.005572608431052525,,0.0017112720239721047
2010-03-10 00:00:00+00:00,0.008127404629801892,,0.007335874631771764,,-0.012736696406978158,0.011951006938427574,0.0058852177154282955,0.008088300169203266,,0.00451435490421295
2010-03-11 00:00:00+00:00,0.0029311325399895955,,0.0002436574047710275,,0.00018047763156562316,0.005807015010594594,0.007222788503526154,0.003808570999494129,,0.00403337431350597
2010-03-12 00:00:00+00:00,0.004866069507149685,,-0.010652108737157655,,-0.0058837010648312765,-0.0006952484215017177,0.003079778397061163,0.00021131601476973293,,-0.0002173695700926971
2010-03-13 00:00:00+00:00,,,,,,,,,,
2010-03-14 00:00:00+00:00,,,,,,,,,,
2010-03-15 00:00:00+00:00,,,,,,,,,,
2010-03-16 00:00:00+00:00,0.0027215002807835353,,0.023530421814398267,,0.01535519430323725,0.003939080152162589,0.00272784693703962,0.0063303998920104035,,0.007749014983159959
2010-03-17 00:00:00+00:00,-0.0014713130151782412,,0.014942917630292847,,0.001602750647837658,0.012640156539256374,0.008813376978652017,0.0027306671578336593,,0.005804795332563638
2010-03-18 00:00:00+00:00,0.002361916406228222,,-0.008841617206906483,,0.0030203668490292684,-0.0034316756762056908,-0.0006752208201774453,0.0033509887187741253,,-0.00032589912668909416
2010-03-19 00:00:00+00:00,-0.010740875198873357,,-0.018664548067569415,,-0.017899170867508113,-0.004363750592880816,-0.00067584715469963,-0.006067072767122798,,-0.005099426451612706
2010-03-20 00:00:00+00:00,,,,,,,,,,
2010-03-21 00:00:00+00:00,,,,,,,,,,
2010-03-22 00:00:00+00:00,,,,,,,,,,
2010-03-23 00:00:00+00:00,0.01593475852912122,,0.008090307026603988,,0.003813288694503739,0.019022557669148156,0.009415354164090188,0.0068629817507960805,,0.0071453777848001715
2010-03-24 00:00:00+00:00,0.004413210491158605,,-0.015998409369280747,,-0.013594502123719505,0.008042096441170788,-0.007727798951517761,-0.0047779573769609245,,-0.0055084478872883084
2010-03-25 00:00:00+00:00,-0.01192956014069124,,-0.0009929482180815697,,0.003759208317871616,0.0,0.012068895418266539,-0.0014594147304734166,,-0.0017056210833286789
2010-03-26 00:00:00+00:00,0.018577779848742773,,-0.0066031359752069165,,0.010469393738636968,0.0017795387088867874,-0.011731386444278728,0.001042811942318182,,0.0007374506159884132
2010-03-27 00:00:00+00:00,,,,,,,,,,
2010-03-28 00:00:00+00:00,,,,,,,,,,
2010-03-29 00:00:00+00:00,,,,,,,,,,
2010-03-30 00:00:00+00:00,0.014778599086360172,,0.0024310766382440157,,-0.0052375491774631945,-0.006261009974855037,0.006065059878546776,0.0033118597365368405,,4.26584629303888e-05
2010-03-31 00:00:00+00:00,-0.0036106784506243386,,0.016734265768862337,,0.007935877733399111,0.003805658134046854,-0.01625521581936162,-0.004764011517605931,,-0.00327824231803275
2010-04-01 00:00:00+00:00,0.004119550088534009,,0.013165114277344622,,0.010543277283994743,0.010681310973980816,-0.00444830585395628,0.0,,0.007386454005524301
2010-04-02 00:00:00+00:00,,,,,,,,,,
2010-04-03 00:00:00+00:00,,,,,,,,,,
2010-04-04 00:00:00+00:00,,,,,,,,,,
2010-04-05 00:00:00+00:00,,,,,,,,,,
2010-04-06 00:00:00+00:00,0.004392954786374492,,0.002536535344438664,,0.001939992823498996,0.010967549006437344,0.0017065645867679325,0.0028756373935700263,,0.001682878875349027
2010-04-07 00:00:00+00:00,0.004415403468373338,,-0.01111636181036972,,0.015039256141456733,-0.011409138489885668,0.001022628312285935,-0.002464261445431488,,-0.005894042967262019
2010-04-08 00:00:00+00:00,-0.0027054765322885492,,-0.005721950257249869,,-8.687147434402314e-05,0.00966237428447725,0.0192346856438541,0.002259368964344547,,0.0033686614308549275
2010-04-09 00:00:00+00:00,0.007639305923222117,,-0.005519375498762496,,0.007694694686179822,0.004795913454693776,0.013939514634062893,0.005931744174272433,,0.00666166829683167
2010-04-10 00:00:00+00:00,,,,,,,,,,
2010-04-11 00:00:00+00:00,,,,,,,,,,
2010-04-12 00:00:00+00:00,,,,,,,,,,
